pipe_id,latitude,longitude,material,diameter,installation_year,age,soil_type,pressure,depth,prev_repairs,last_inspection,traffic_load,elevation,ground_movement_risk,water_proximity,temp_fluctuation
P0152,33.85699866573615,-117.23322670624412,Cast Iron,small (2-6),1943,80,Clay,129.26,6.44,1,667,9,619.9084841034037,3.068588659068868,4285.868367363523,22.266759477030668
P0153,37.10839926980563,-120.9969018437129,Asbestos Cement,medium (8-12),1936,87,Silt,45.31,4.02,3,291,4,353.3751592317814,5.680243935923862,675.1332708747415,27.91838428948938
P0154,36.066954820431754,-116.05994727546882,Steel,very large (>24),1923,100,Sandy,42.75,6.61,2,897,1,244.88805643879064,1.5071466452556326,4803.853558276354,11.447652419882115
P0155,36.04579098560272,-117.86411885584002,Cast Iron,small (2-6),1955,68,Rocky,98.05,6.39,1,43,7,816.2331173692312,2.7640013252681452,4552.842398447651,37.51093022983423
P0156,38.79359749594528,-120.85689207278713,Steel,small (2-6),1976,47,Silt,90.1,5.07,3,954,2,499.3384023614267,0.7405141037515917,4629.736169935577,32.728871842725454
P0157,33.231230859118305,-117.19036047605178,Steel,large (14-24),1958,65,Sandy,67.67,6.18,2,922,4,469.73660705875955,4.423371625992703,2332.7296822952885,46.60506646874567
P0158,40.325790260091665,-123.83702692426239,Asbestos Cement,large (14-24),1952,71,Rocky,38.35,4.32,7,454,8,617.2978561306317,9.512139482349358,3913.8068515097575,34.61549510983684
P0159,38.834333142947024,-123.50956202394404,Asbestos Cement,large (14-24),1935,88,Loam,72.99,4.52,5,507,5,681.3251646409003,7.2265832779573635,3120.7602005041713,35.03460646486808
P0160,39.22027150031281,-120.41308004723622,Cast Iron,medium (8-12),1947,76,Clay,68.52,6.37,4,570,9,864.4898884890044,1.5364827936877579,2443.5220357363955,14.247182147710891
P0161,38.66207008930375,-121.60947375875547,Cast Iron,medium (8-12),1929,94,Rocky,39.79,6.9,8,804,1,768.0690572994192,5.069288247737535,3512.3880794063116,6.159704738091882
P0162,35.1316189810968,-114.82627112176375,Ductile Iron,medium (8-12),1961,62,Silt,43.52,6.3,3,87,9,872.32888003231,3.9896880161481816,948.3013787578165,12.923929308472776
P0163,41.97376004908423,-124.18472694404137,Asbestos Cement,medium (8-12),1942,81,Sandy,54.48,3.43,2,762,4,728.8344259317048,3.4789696744046528,603.9525190548039,41.631138550306964
P0164,33.02461394705877,-114.60497373297609,Cast Iron,small (2-6),1956,67,Clay,36.97,7.13,4,165,8,465.25477343677613,4.697067954000066,1100.4522722008908,22.39006767156907
P0165,37.1031109532601,-121.32459513157536,HDPE,large (14-24),1963,60,Rocky,44.63,5.3,2,183,2,692.5784399009095,4.818660263304038,4632.566810942365,30.31031167062643
P0166,35.48181721886347,-118.85076159367902,Asbestos Cement,very large (>24),1929,94,Rocky,36.69,5.42,7,876,1,508.6283992656031,5.9543630743663725,206.56128720523748,25.435279105884526
P0167,40.76125778351039,-120.27085375105455,Asbestos Cement,very large (>24),1930,93,Clay,46.01,7.52,8,826,5,506.8080221272129,9.567695260701083,2777.636614531737,28.60125957968803
P0168,34.16366983123836,-117.4359715486691,Cast Iron,small (2-6),1976,47,Silt,30.01,6.14,2,910,1,318.4534227642557,4.425625113001345,4608.002843751094,49.27657716303606
P0169,36.07014765053782,-117.06472073354344,Steel,medium (8-12),1928,95,Rocky,53.57,7.26,9,106,8,357.59011434819973,7.5109675651676655,1781.375876474518,31.150886962846215
P0170,34.50242376886954,-118.65720983883271,Asbestos Cement,large (14-24),1946,77,Loam,27.35,4.41,3,103,3,72.83048474329512,8.34924867972293,168.58459751829812,43.95152400228807
P0171,38.70714323554746,-122.4807460916469,Cast Iron,medium (8-12),1933,90,Sandy,102.47,4.73,4,795,1,446.4180484801776,9.599127100304594,2695.1289648629086,16.099878889288757
P0172,34.7798989567646,-117.04360727407236,Cast Iron,small (2-6),1938,85,Clay,64.15,3.57,8,86,7,909.3260075286317,3.060493955599836,3724.8756890896475,47.668961618412766
P0173,40.31369916825716,-122.67989794375956,Steel,small (2-6),1950,73,Rocky,17.52,3.23,1,90,2,187.50958471558064,9.244192870845598,2922.7318230211167,25.987418063359247
P0174,33.50560574084013,-115.33329636268797,PVC,medium (8-12),1961,62,Sandy,48.66,3.49,1,442,6,749.4733000940909,9.237359718532979,4065.182446020909,38.352687748064824
P0175,34.13897683099044,-118.53626987818116,Cast Iron,very large (>24),1926,97,Rocky,20.92,4.26,7,528,6,531.5311792583343,1.5224944399180684,2037.8962960950141,22.552585771248424
P0176,36.933584648401876,-119.43761296134166,Asbestos Cement,small (2-6),1939,84,Loam,57.37,7.66,4,1028,10,336.52544482470404,7.628941211695176,3138.8118590517515,47.6180007106577
P0177,37.73130210468809,-120.26631856060085,Asbestos Cement,large (14-24),1924,99,Sandy,95.07,3.35,4,428,10,315.7433510400911,5.3056565341511135,134.15011394452893,28.124610566352203
P0178,34.097934729781926,-115.26703273537602,HDPE,small (2-6),1932,91,Silt,41.35,6.15,7,452,6,65.72892436398581,7.101071257634942,3574.208000576192,45.369555365528925
P0179,41.46016081813221,-122.00998310723404,Cast Iron,large (14-24),1920,103,Sandy,43.63,5.8,6,453,3,970.249653865014,0.7040890920763454,4085.1754097015387,20.075957407439603
P0180,41.49418432457629,-120.29777110357844,Asbestos Cement,small (2-6),1949,74,Rocky,39.77,7.69,3,29,9,750.1699793673648,2.840932602629657,1948.1121158579494,10.836655644639553
P0181,36.4723754875466,-116.54852872810724,Asbestos Cement,small (2-6),1936,87,Rocky,36.98,7.17,5,53,1,813.3448431002354,8.8273050881218,2673.3247117827095,8.987221977784369
P0182,39.925347052365794,-121.20608162345331,Cast Iron,medium (8-12),1938,85,Rocky,47.02,6.76,2,891,1,661.396638018794,6.1333542838374235,1702.2386274790474,6.573678156680849
P0183,35.65398379525877,-117.54063912079792,Asbestos Cement,large (14-24),1934,89,Clay,33.66,5.74,4,949,4,29.580640941684667,8.32995353992687,2348.1409171629957,27.317668493423383
P0184,38.05596700104438,-120.9559091082199,Asbestos Cement,small (2-6),1943,80,Clay,24.76,6.24,4,915,7,337.41543829969146,6.830642373284866,3597.189289084967,11.187892336495675
P0185,39.510534000277126,-120.71501769601369,Ductile Iron,small (2-6),1944,79,Loam,23.65,4.65,8,305,1,739.8969260519265,3.7126348223474137,1338.3908067127898,31.43411265777476
P0186,39.77095195665139,-121.84322342033734,Asbestos Cement,small (2-6),1979,44,Rocky,68.79,6.41,2,777,10,415.60889560681034,7.324825901740261,1638.3923648465397,31.553925081013045
P0187,34.71666181516861,-117.93403321547824,Asbestos Cement,small (2-6),1960,63,Sandy,65.61,5.33,0,504,2,330.1380217078398,9.775253450166078,3164.2570181230913,12.005522616889227
P0188,38.1241600064961,-122.75803924410674,Cast Iron,small (2-6),1943,80,Silt,53.72,6.63,7,122,5,808.5901153639843,2.9834194512784373,4631.583560250849,11.244419730019299
P0189,39.42339151728115,-121.10293066890235,Ductile Iron,medium (8-12),1937,86,Silt,32.1,6.64,2,784,3,727.5643757348854,7.138776214529809,117.85121804988863,39.42732121083174
P0190,36.148405064715455,-117.5041874544701,Asbestos Cement,small (2-6),1965,58,Silt,45.33,5.02,1,192,10,277.61889486166257,7.887914172679599,387.89846924813577,42.27306590358258
P0191,37.0263820767743,-121.15780700573035,Steel,large (14-24),1963,60,Rocky,50.88,7.02,2,170,9,628.8052397212714,4.167421911833797,4392.868591724889,23.117225009724937
P0192,35.20314316393087,-119.84814608345499,Ductile Iron,large (14-24),1933,90,Rocky,28.5,3.29,3,665,10,503.16569369616417,1.6635848460669367,4469.578466166732,6.423495057116956
P0193,40.29064126952867,-124.06342092161077,Steel,medium (8-12),1943,80,Silt,90.13,6.2,4,45,5,389.4559299694904,9.128551150271324,3067.223260187678,47.452569395821264
P0194,35.64784607799501,-117.40553952682573,Steel,large (14-24),1949,74,Clay,43.77,7.85,1,864,4,191.24563679088467,9.281260358942829,4217.167501207626,24.515599321484135
P0195,33.5843297084415,-114.61899326959704,Asbestos Cement,medium (8-12),1955,68,Loam,89.85,3.99,2,741,4,337.8304560339949,7.3695940668996665,84.51910236608906,43.71831258909097
P0196,35.306945283954214,-118.93531141927508,Ductile Iron,medium (8-12),1932,91,Rocky,50.38,4.6,6,692,7,25.480957178720452,8.785289358972157,1607.8589065731985,21.991520219143833
P0197,38.945666102180525,-121.10745313250345,Asbestos Cement,small (2-6),1991,32,Loam,59.04,7.37,0,746,5,956.5264355841773,7.683697626214151,1069.057111515616,28.369170736632256
P0198,36.67862857728143,-117.73845591580006,Steel,small (2-6),1969,54,Loam,66.37,7.1,5,133,10,199.2758194092128,5.5777532621073895,1351.4076318661128,33.789555819598604
P0199,37.64058133634902,-118.14656005532434,Cast Iron,medium (8-12),1928,95,Rocky,20.62,3.4,3,974,3,80.43891357554057,0.47350543131552736,162.55247769973224,6.771313913037515
P0200,37.361220747589655,-119.42541000785359,Steel,large (14-24),1957,66,Rocky,46.87,7.39,2,14,7,989.7476998296164,4.840395566282007,4454.808247232548,28.76626786690848
P0201,32.93305900051235,-114.56730565662122,Asbestos Cement,small (2-6),1926,97,Rocky,71.14,3.02,5,480,4,571.9480426537659,8.711962990354834,2689.2651381190085,47.71651778819248
P0202,39.42223470024773,-121.18868069570577,Steel,small (2-6),1922,101,Rocky,36.03,7.61,3,34,7,646.7017053156792,8.02820580409559,186.12396326506854,14.51251452608124
P0203,34.78636989019295,-115.31977299156065,Asbestos Cement,small (2-6),1927,96,Loam,74.04,7.16,4,591,6,429.70785521273046,6.762491600487851,642.3283637543486,30.33230183590257
P0204,36.32602510509489,-119.04407740406842,Asbestos Cement,small (2-6),1927,96,Silt,82.9,5.09,5,812,2,513.2527463074442,2.8645674617034356,1013.4666034851314,30.494458796869218
P0205,33.156958893325765,-115.81126321282542,Cast Iron,medium (8-12),1937,86,Loam,78.49,5.57,4,27,9,500.20755880840983,2.6968402584785425,4579.27512913434,30.16291651864017
P0206,39.28693396396973,-120.70270550416903,Cast Iron,small (2-6),1926,97,Rocky,72.34,6.06,3,871,7,46.859347088374136,4.086295029546862,3396.1284284974286,47.759573943488235
P0207,36.15495947682073,-119.92205060400885,Ductile Iron,medium (8-12),1929,94,Rocky,55.84,5.89,1,478,4,934.6355772381022,9.393386544718703,208.7118471294397,26.76065125603594
P0208,35.228601487448934,-115.2625997759094,Cast Iron,small (2-6),1939,84,Silt,106.43,6.79,5,178,5,586.1301465754227,1.1313329934389615,3587.0449092067925,15.594331449347168
P0209,41.673570265034606,-120.36766897088368,Cast Iron,medium (8-12),1963,60,Sandy,54.68,6.23,3,143,8,207.00726389241308,4.853931507465887,2934.611881608104,32.17131691319186
P0210,35.57544284329902,-116.46546474557888,Cast Iron,medium (8-12),1943,80,Sandy,39.32,7.63,4,133,9,569.9135275464616,7.823441497788011,1687.3273449357457,11.337257820052985
P0211,38.98519974791989,-122.0259600624877,Asbestos Cement,large (14-24),1976,47,Rocky,60.6,6.23,5,966,7,245.31389783873868,9.175371040770916,2254.1731968536956,16.171890466301978
P0212,34.09864659082327,-115.71735697906637,PVC,small (2-6),1935,88,Silt,59.16,7.19,5,1073,6,529.8915194626697,6.682246158124609,276.3924988784705,19.770084011579602
P0213,40.920613438621345,-124.00443463217752,Asbestos Cement,medium (8-12),1971,52,Sandy,30.82,4.97,1,752,1,302.3096463634772,0.6520888317271034,2145.3391328336406,23.79573208685016
P0214,36.26917303632753,-119.52293420754133,Steel,large (14-24),1921,102,Silt,56.62,4.38,5,1092,4,353.49418529162466,6.707952893700556,4354.723703645421,30.116718759411874
P0215,37.9222340691112,-119.47359899136201,Asbestos Cement,small (2-6),1985,38,Rocky,49.03,7.38,2,124,2,702.2863730159365,7.15632054933359,759.4321024214601,44.32062136983657
P0216,33.19353413254646,-116.6876999063494,Asbestos Cement,small (2-6),1949,74,Rocky,65.84,5.26,6,865,10,94.6799770840221,1.270149688850557,4255.57885610203,47.22574408519717
P0217,32.8581283866911,-116.01528792028176,Cast Iron,medium (8-12),1927,96,Silt,52.19,5.67,4,531,8,453.4526699143426,4.23089117787211,4660.074201539563,9.461303407055922
P0218,41.538270188801505,-123.06128044461863,PVC,small (2-6),1937,86,Loam,52.6,4.7,8,896,4,198.94426609439188,9.013541915588908,2025.8423197789032,14.5679884375059
P0219,40.71419736872608,-123.25406354801734,Cast Iron,medium (8-12),1975,48,Clay,26.67,7.18,1,534,7,241.1211548296457,3.7598632316724423,2161.068748528524,12.816870459117535
P0220,35.245200986750056,-120.54093372448216,Steel,medium (8-12),1965,58,Loam,62.29,3.78,1,901,1,313.83190564539973,4.099893828339093,3824.1380965178378,12.881681332862705
P0221,41.50390713070768,-123.01740983285956,Asbestos Cement,small (2-6),1947,76,Rocky,35.49,3.73,6,269,4,613.0780482208839,8.880351955525414,3052.0321602423605,22.612968586588828
P0222,38.538630558549826,-120.76244337855827,Cast Iron,medium (8-12),1933,90,Sandy,71.17,6.48,5,113,7,61.47833459066898,6.78432402667556,2405.212742164584,19.020267758058946
P0223,39.39022730136828,-120.71586257943183,Cast Iron,small (2-6),1928,95,Silt,22.08,4.23,5,660,2,672.2522631410525,5.91866621882458,4264.57662809087,48.57611007322931
P0224,37.57831258198493,-122.4476909961318,Cast Iron,very large (>24),1942,81,Silt,61.33,3.25,5,153,1,813.5468410985908,7.823459516663171,766.6620454058293,29.930491476216012
P0225,36.72609811186164,-119.36499179528252,Steel,very large (>24),1962,61,Loam,60.42,4.82,7,463,10,835.2120356995571,7.976805917086338,3610.567800455374,36.45371443040804
P0226,38.04250443067513,-119.62585853600267,Ductile Iron,medium (8-12),1928,95,Loam,45.04,5.66,8,660,4,112.23004145115179,0.9467929692856214,3465.8712482353317,12.685467216099834
P0227,35.90063134806127,-120.99656064834623,Steel,small (2-6),1931,92,Loam,45.12,7.68,3,179,6,72.50368478361347,5.097701467998838,1082.5456016063113,30.44746411460353
P0228,38.17446759414176,-120.36682703708686,Steel,large (14-24),1964,59,Silt,40.88,6.53,3,404,8,525.9297116146893,2.1375942045496066,3569.112560961536,46.83803148061231
P0229,35.55964158435943,-118.62268105599641,Asbestos Cement,medium (8-12),1929,94,Clay,65.32,3.61,4,105,5,147.87455540219375,3.5336644528649854,3657.2921857717643,46.17856691733467
P0230,34.324222006795274,-117.49980065512861,Ductile Iron,medium (8-12),2001,22,Clay,36.28,5.18,1,980,6,298.999417050704,3.5349424404222685,1522.3528676388837,47.045710241151404
P0231,37.802626246959186,-120.8564754781719,Asbestos Cement,very large (>24),1944,79,Loam,30.46,7.6,0,1074,2,122.07469441084973,3.652163123733496,3569.21963388975,25.915400195466997
P0232,38.89118186934578,-120.95869759143062,Cast Iron,small (2-6),1948,75,Loam,63.95,7.91,5,454,8,22.122657567183346,5.372777630214119,1113.9347737576145,49.11536037653107
P0233,41.465892057999504,-121.8656516763919,Cast Iron,small (2-6),1942,81,Sandy,69.12,7.42,6,1065,3,801.9442965156817,6.653943250560235,4439.456610004101,32.752832579743725
P0234,39.009157876138914,-121.45453770413114,Cast Iron,small (2-6),1934,89,Clay,42.83,5.58,7,281,10,403.86229571804336,1.3525063041251362,3721.1146569308066,30.41129041293448
P0235,38.4233004568497,-123.12147629394934,Cast Iron,small (2-6),1935,88,Clay,75.5,5.37,2,495,1,588.4886846103408,2.870667171497691,3007.8416996659776,11.182364672757053
P0236,41.85421753711297,-122.30447767180905,Cast Iron,small (2-6),1932,91,Clay,81.11,3.43,8,589,10,242.42731881218472,9.437964022222921,45.426512498258354,32.01156304651866
P0237,36.572120652481054,-117.90072721251985,Cast Iron,medium (8-12),1951,72,Sandy,27.23,7.77,2,214,2,816.5703812938392,4.669140156499184,787.4214926515033,28.320724654578363
P0238,40.76056988224231,-122.60309581623132,Asbestos Cement,small (2-6),1974,49,Loam,30.76,4.5,1,367,8,22.647169790392052,3.2591250614227985,4873.9687078224515,18.744512985225178
P0239,33.941557673054,-118.2230158592841,Ductile Iron,small (2-6),1957,66,Rocky,9.86,3.19,6,910,4,940.8654248378481,7.242859440013186,1999.520062048516,35.86915363601832
P0240,41.41933126385159,-121.4030688475554,Steel,large (14-24),1955,68,Clay,40.21,3.31,5,44,2,616.9981331907265,8.383534060237869,3505.0296134604573,36.64855749667183
P0241,34.168884949581155,-119.11150613704679,Asbestos Cement,very large (>24),1943,80,Loam,37.75,3.26,4,603,1,534.4312320818614,0.5036454633762588,3147.14304286164,14.191304527444307
P0242,39.85761322963801,-123.08844901261972,Steel,medium (8-12),1941,82,Rocky,43.3,5.38,8,693,9,937.4459636829085,0.3346038733183543,3310.0809806295283,9.477789235248522
P0243,41.60928279530889,-123.0004498030349,HDPE,small (2-6),1960,63,Clay,34.4,5.55,2,372,1,748.40993857087,5.282974848254267,2907.782291307093,44.43069940840722
P0244,36.77446490555417,-117.22445643423994,Asbestos Cement,very large (>24),1976,47,Clay,124.66,5.72,4,343,3,815.7789819528972,3.6928988587877534,1083.375142746289,17.287918294723163
P0245,35.71082472946344,-117.09235474093228,Cast Iron,large (14-24),1949,74,Loam,39.77,3.4,7,1061,9,156.80238136737267,3.0755310401457994,2031.3596442076803,23.999803312578223
P0246,40.7370717326,-121.93804932529905,Asbestos Cement,very large (>24),1946,77,Loam,53.24,4.37,2,87,9,548.9631905616551,7.211020579439065,4428.079298247188,38.11353223760993
P0247,35.85799532457685,-121.1858512386449,Steel,small (2-6),1927,96,Silt,14.18,6.41,4,44,10,787.901113700861,0.995575253189489,4341.748315715603,39.75275941185734
P0248,35.143542777778315,-120.34810816245503,Ductile Iron,large (14-24),1950,73,Silt,44.77,6.58,3,716,3,62.33816191427244,8.100468125821875,968.5323648039989,5.199408039070861
P0249,33.82353508259144,-115.40461617892389,Asbestos Cement,small (2-6),1926,97,Sandy,30.5,3.06,6,170,10,536.5780419821051,7.160665629245036,203.16755262251905,37.21884977860247
P0250,40.59200821727514,-123.94796882298446,Cast Iron,medium (8-12),1975,48,Rocky,29.41,4.3,2,161,3,429.6237651436015,8.787466059860021,805.6481042152835,13.473582241125111
P0251,37.174016429604784,-121.2425295206806,Cast Iron,medium (8-12),1936,87,Silt,55.95,6.88,7,132,7,975.0653457827062,0.528030760395739,1385.3799266687477,38.01743385293583
P0252,40.3255906855326,-123.60468241307738,Asbestos Cement,medium (8-12),1963,60,Clay,19.63,5.93,3,180,7,967.852608127456,6.469745225298812,3757.915079020388,30.1122771970596
P0253,39.24833925676715,-123.31871712947037,Asbestos Cement,small (2-6),1962,61,Rocky,43.2,7.18,4,446,3,235.25237649902962,5.421144373501251,3563.864005451227,17.263169614989643
P0254,37.62231525537951,-121.82151895526002,Asbestos Cement,large (14-24),1927,96,Rocky,52.72,6.92,11,1049,8,506.4104302484714,3.057084019280402,2516.7009260859613,33.778439480178804
P0255,35.75899145893668,-117.49717215535898,Cast Iron,small (2-6),1950,73,Rocky,55.14,5.86,3,831,6,65.64884629766877,1.3337063347152533,4163.8471546529145,18.832230997453117
P0256,33.467848259325784,-114.93323473538445,Asbestos Cement,large (14-24),1926,97,Rocky,24.2,3.92,3,411,6,277.71342750064434,1.3547534103211023,776.0896435236414,15.973214851010221
P0257,37.64294506476325,-121.51738691507549,Asbestos Cement,very large (>24),1945,78,Rocky,36.68,6.45,5,947,9,218.27950278112775,7.907552498408753,683.9232976324649,30.01542321513247
P0258,33.50367828176484,-115.96506479886405,HDPE,medium (8-12),1948,75,Rocky,37.4,4.57,2,494,3,545.1765437324939,7.7574411784894535,3998.5857865295998,47.26233306149742
P0259,39.26609194918301,-122.65315202410405,Cast Iron,medium (8-12),1964,59,Loam,39.06,3.73,2,760,2,110.70410159878985,8.283974929781465,2285.240071194079,24.06124126181324
P0260,35.439894476238734,-119.796297607987,Steel,very large (>24),1939,84,Sandy,42.19,3.52,7,55,3,734.9904077626115,5.92953465224746,2731.438227662929,29.84396137820932
P0261,38.61257502041464,-122.4295786893353,Cast Iron,small (2-6),1958,65,Rocky,73.93,6.41,2,784,3,988.1727729132256,2.4617859426060154,1296.1562877993172,31.926079631148344
P0262,34.05435393931362,-117.23633478900919,Ductile Iron,very large (>24),1966,57,Silt,87.92,5.19,4,812,10,255.60742645170765,7.090331298515471,453.73016140729914,36.009282495117546
P0263,39.50559869355766,-121.84520729275197,Cast Iron,small (2-6),1925,98,Rocky,67.25,4.88,5,61,10,301.4775919748206,2.3752210091280093,30.103399503835227,13.63622524024116
P0264,41.14086206011286,-121.66888490794459,Asbestos Cement,very large (>24),1943,80,Silt,85.59,7.89,3,203,3,434.95713425784857,7.455560520223648,4167.6367424382215,11.060006657225692
P0265,36.47982762740548,-119.09710120134287,Asbestos Cement,very large (>24),1943,80,Rocky,29.6,4.53,4,996,7,197.56447693605693,0.4404040338809956,1597.2081832055123,14.804959891433203
P0266,33.71421252142363,-118.38650678757284,Cast Iron,small (2-6),1958,65,Silt,60.65,7.55,2,555,6,726.8505539870198,8.682177918208714,3655.263413315696,6.9436615217349145
P0267,35.13287134279692,-119.77839173957094,Cast Iron,small (2-6),1954,69,Sandy,30.3,6.45,4,412,7,771.2731814486601,8.279313899447821,3082.47880510509,38.14126360774515
P0268,39.59098838509357,-122.97206834593204,Asbestos Cement,small (2-6),1944,79,Loam,49.54,6.69,1,17,2,709.6559253398023,4.991378564814905,3917.8612093191846,12.727037530932444
P0269,33.029415864159354,-114.92685759241286,Asbestos Cement,medium (8-12),1939,84,Silt,33.03,5.97,3,69,6,270.1531252208259,1.5815751438170778,2646.8383760526913,42.772638852404846
P0270,36.90039464493474,-119.38830377461701,Asbestos Cement,medium (8-12),1938,85,Loam,35.47,5.34,5,837,7,482.28441677915424,3.2734117148831077,396.196374065268,9.600647608886302
P0271,35.21133865040251,-118.34901186073994,Cast Iron,very large (>24),1944,79,Rocky,64.32,6.07,3,943,8,822.9943248782592,1.1741269650807384,4093.2689109233224,16.611454920223828
P0272,36.199202906835296,-116.80756665797581,Ductile Iron,small (2-6),1943,80,Clay,24.24,6.4,3,792,1,977.6069033002875,6.246182730178895,4402.126612581441,28.888403979060634
P0273,33.65524996380654,-117.8526061717895,Asbestos Cement,medium (8-12),1930,93,Clay,26.14,6.45,4,214,5,125.10893014979352,9.4490648469459,3608.903288169476,17.47027440009755
P0274,37.607020811489384,-118.45417905321575,Ductile Iron,small (2-6),1957,66,Clay,15.09,3.36,4,736,1,418.23427496416343,6.9761857719883045,1738.9056773101152,14.812062323851151
P0275,34.13767043999908,-115.33985708477445,Ductile Iron,small (2-6),1935,88,Silt,49.5,5.73,5,991,8,753.8553889461218,7.154425485955537,914.8651600163881,46.655659245758955
P0276,35.540538905410266,-116.48692439367161,Asbestos Cement,small (2-6),1939,84,Clay,76.31,3.39,3,604,4,210.5108711643342,3.9798968340342356,2850.6300055773454,9.037389636037148
P0277,35.73918235289361,-116.04260402807384,Cast Iron,small (2-6),1939,84,Silt,49.7,6.02,6,221,1,686.3917414012567,2.348336088749967,2461.822529908968,48.64226086472949
P0278,37.66903192742495,-118.70702009379035,Steel,small (2-6),1942,81,Loam,32.45,3.11,4,225,10,413.7363857368341,7.0367137902589025,1497.8197390823466,12.065357425806788
P0279,34.24385908506086,-115.8803482570635,Steel,small (2-6),1955,68,Clay,18.26,5.92,2,1060,10,28.41182055060132,5.789330648625469,2913.54072206336,45.39958745471072
P0280,37.188664766099805,-119.73748549904066,Cast Iron,medium (8-12),1928,95,Silt,53.09,3.58,5,83,4,902.0103651570373,6.649865871686184,3384.2993479535367,31.321445323758844
P0281,36.93055864779321,-120.70250612645205,Cast Iron,large (14-24),1962,61,Rocky,24.14,5.9,1,951,7,271.7989537829329,8.245890112268846,3252.0482216132364,10.016453228106876
P0282,34.42729517118523,-116.67090250853472,Asbestos Cement,medium (8-12),1960,63,Silt,44.96,5.83,3,848,2,116.0314193814106,1.82479807845507,4963.8838595318475,37.241525715350896
P0283,35.65074951968167,-116.90790018266654,PVC,medium (8-12),1949,74,Sandy,34.96,4.28,1,1070,6,306.4453180907737,9.368564538223165,2458.6457245507786,11.529260891104402
P0284,40.50084044329459,-122.3022862037408,Cast Iron,medium (8-12),1960,63,Silt,31.07,3.26,2,99,5,892.9747138179332,9.176616661501505,3796.1596310769673,17.075024318883436
P0285,37.44184877337691,-118.55970872625554,Cast Iron,large (14-24),1926,97,Clay,38.88,7.78,3,834,10,651.2764568037005,3.2213540918715444,2671.2082091881275,27.66163597101002
P0286,41.73475368700829,-122.82882961806479,Steel,small (2-6),1985,38,Rocky,9.54,3.94,0,792,3,449.7337623679455,8.022131414191753,1837.2958584406097,41.28144825248881
P0287,40.972794735079894,-121.48476996612915,Cast Iron,small (2-6),1947,76,Clay,72.53,7.52,2,378,2,509.13126923833863,9.621937173402785,4794.257654637788,20.242202918278128
P0288,41.31953924381752,-123.81092607413292,PVC,medium (8-12),1927,96,Clay,52.05,6.57,6,436,6,6.099016856922601,0.07712718167956933,632.2710511932761,42.59754425107546
P0289,39.383300137008774,-121.22912086035315,Asbestos Cement,small (2-6),1973,50,Sandy,81.03,5.63,4,1032,1,893.1931198791476,0.6602954814521012,3014.3492352004005,19.981617121888203
P0290,37.340334295629916,-118.76962836231593,Steel,small (2-6),1961,62,Rocky,63.78,6.72,1,899,8,625.3609004431153,9.402641560528354,4183.076667705892,40.63689600287695
P0291,33.499585774762615,-117.44379249710438,Ductile Iron,large (14-24),1936,87,Silt,56.22,5.24,8,222,8,784.6370759673289,7.7521337122733405,790.9075662410442,20.648670380383948
P0292,38.80811616664222,-120.94713740778523,Asbestos Cement,very large (>24),1937,86,Clay,68.98,5.3,5,976,4,422.5055316989361,4.043052752928605,2049.9354033829627,19.33381123209859
P0293,41.9111060031357,-121.58214317712856,Steel,small (2-6),1966,57,Clay,39.98,5.56,1,502,1,906.7439978321918,2.4160580055732197,4027.5239296904924,15.847355269559115
P0294,35.059469948630934,-115.18186224709888,Cast Iron,small (2-6),1955,68,Rocky,36.56,3.9,3,581,4,657.4615842280585,6.7095313420330225,1428.603370984332,26.49846158480018
P0295,38.15512999048852,-118.8384651616632,Asbestos Cement,medium (8-12),1956,67,Loam,61.56,6.08,1,1067,1,683.0357563449854,3.8842916744254152,3497.9621871106897,11.751739078486779
P0296,34.58698026707035,-119.78462437690081,Asbestos Cement,medium (8-12),1938,85,Rocky,82.83,6.15,4,691,7,335.5477138245229,1.918586417213719,1355.3397682423652,12.16234597286334
P0297,33.12508306905477,-117.08715470646641,Cast Iron,small (2-6),1963,60,Rocky,48.9,7.21,0,34,4,635.0574881213116,6.530820640042379,2040.985565757324,9.615597497156834
P0298,32.997162144356295,-116.28008951114009,Asbestos Cement,large (14-24),1948,75,Silt,37.59,4.13,3,939,3,1.4322632594412354,5.795965876201126,980.2453588816418,47.21020784716051
P0299,40.65450936383675,-122.05765944743806,Cast Iron,small (2-6),1938,85,Rocky,47.91,5.6,7,1075,3,133.54374118047895,9.491087729726743,1255.1051237984245,25.858803432724265
P0300,34.24622245007724,-118.44217070487919,Cast Iron,small (2-6),1982,41,Rocky,74.42,3.39,1,631,4,471.10103962351104,4.992363953510618,1360.6572177028336,42.0685367807568
P0301,37.26729356763485,-119.90471382209518,Cast Iron,medium (8-12),1938,85,Rocky,39.49,7.55,3,56,7,413.39631621304864,0.9722513408488898,4134.173214107383,45.21510470156224
P0302,35.97726852459189,-116.02537628664511,PVC,small (2-6),1973,50,Silt,48.0,4.24,0,389,2,142.00819226261675,9.335383277089829,1116.4094004214887,33.03306414605004
P0303,39.42069237155068,-122.40346775057321,Steel,medium (8-12),1936,87,Rocky,38.0,6.46,5,313,8,697.1940013638481,0.2204113217745407,1442.3989657310742,42.984413800665315
P0304,41.00010192289736,-121.68948140945987,Steel,large (14-24),1946,77,Silt,56.44,3.89,3,809,5,519.0906753669901,9.76607897214353,591.9889776923676,16.493458728371515
